ano,ufs_com_valor,es_f13_empenhado,es_per_capita,es_rank_per_capita,mediana_ufs_per_capita,es_pct_despesa,mediana_ufs_pct_despesa
2024,27,119540758.61,30.07239028200548,18,34.490562700962855,0.0042804680886568,0.0054010227716939
2025,27,181916534.67,45.76401465875072,10,34.300415236225646,0.0059358599627029,0.0050571294023342
