ano_captacao,cota,percentual,valor_cota,origem_valor_cota,total_impresso,soma_lida,confere,termos,termos_sem_data,termos_com_data_herdada,datas_anteriores_ao_ano,primeiro_recebimento,ultimo_recebimento,recebimento_que_completa_a_cota,total_menos_cota
2025.0,1.0,30.0,7500000.0,impresso no anexo,7500000.0,7500000.0,True,29,0,3,0,2025-01-10 14:06:00,2025-05-20 09:59:00,2025-05-20 09:59:00,0.0
2025.0,2.0,10.0,2500000.0,impresso no anexo,2329896.0,2329896.0,True,7,0,0,0,2025-01-08 10:32:00,2025-03-14 13:24:00,,-170104.0
2025.0,3.0,10.0,2500000.0,impresso no anexo,2670104.0,2670104.0,True,11,0,0,1,2024-01-19 15:04:00,2025-02-20 10:59:00,2025-02-03 17:45:00,170104.0
2025.0,4.0,50.0,12500000.0,impresso no anexo,12500000.0,12500000.0,True,48,0,0,0,2025-01-08 17:24:00,2025-01-28 16:02:00,2025-01-28 16:02:00,0.0
2026.0,1.0,30.0,9300000.0,impresso no anexo,9701559.88,9701559.88,True,35,0,0,0,2026-01-12 11:51:00,2026-03-20 09:15:00,2026-03-20 09:15:00,401559.88
2026.0,2.0,10.0,3100000.0,impresso no anexo,3086410.5,3086410.5,True,8,0,0,0,2026-01-12 00:35:00,2026-02-13 15:20:00,,-13589.5
2026.0,3.0,10.0,3100000.0,impresso no anexo,3132610.32,3132610.32,True,12,0,0,0,2026-01-12 14:18:00,2026-01-29 11:55:00,2026-01-29 11:55:00,32610.32
2026.0,4.0,50.0,15500000.0,impresso no anexo,15592377.34,15592377.34,True,65,0,0,0,2026-01-12 10:10:00,2026-02-06 16:17:00,2026-02-06 10:56:00,92377.34
