ano_recusa,projetos_recusados,termos_recusados,valor_recusado,captaram_no_ano_seguinte,captaram_ate_2026,pct_ano_seguinte,pct_ate_2026,nota
2023,11,16,4176644.33,6,6,0.5454545454545454,0.5454545454545454,"casamento por título, verificado à mão no contexto do anexo; 2026 inclui termos 'em análise' (a cor que os distingue se perde no texto)"
2024,21,22,8799851.49,12,13,0.5714285714285714,0.6190476190476191,"casamento por título, verificado à mão no contexto do anexo; 2026 inclui termos 'em análise' (a cor que os distingue se perde no texto)"
