n_projetos,n_proponentes_distintos_nome,valor_autorizado_soma,valor_captado_soma,n_captado_igual_autorizado,n_captado_menor_autorizado,razao_captado_autorizado_mediana,n_termos_patrocinio,n_cnpj_estabelecimento,n_cnpj_raiz_empresas,participacao_maior_empresa,participacao_5_maiores_empresas,hhi_empresas_0a10000,n_projetos_soma_aportes_difere_captado
63,53,27802174.47,25000000.0,47,16,1.0,95,46,26,0.439,0.7879,2312.8,0
