ordem_doc,ciclo,numero_processo,ano_protocolo,projeto,titulo_norm,proponente,chave_proponente,valor_autorizado,valor_total,valor_autorizado_bruto,valor_total_bruto,flag_valor_suspeito,status,enquadramento,municipio_fonte,municipio_reparado,municipios_es,cod_ibge_lista,n_municipios_es,locais_fora_es,locais_nao_resolvidos,municipio_ausente_na_fonte,tipo_local,municipio_valor,cod_ibge_valor,flag_municipio_incerto,nota_municipio,fonte_url,fonte_pagina,linha_arquivo
52,2026,2025-51382,2025,74º Encontro Nacional de Folias de Reis,74o encontro nacional de folias de reis,Associação Comercial E Empresarial De Muqui - Ace Muqui.,associacao comercial e empresarial de muqui ace muqui,500000.0,1000000.0,500000.0,1000000.0,False,captando,cota-pautados,Muqui,Muqui,Muqui,3203809,1,,,False,um_municipio,Muqui,3203809.0,False,,https://secult.es.gov.br/lista-de-projetos-habilitados,4,54
53,2026,2025-KHZVZ,2025,Projeto Musin - Festival Música na Infância - 5a. edição,projeto musin festival musica na infancia 5a edicao,MM Projetos Culturais Ltda,mm projetos culturais,500000.0,1095300.0,500000.0,1095300.0,False,captando,cota-demais,Vitória,Vitória,Vitória,3205309,1,,,False,um_municipio,Vitória,3205309.0,False,,https://secult.es.gov.br/lista-de-projetos-habilitados,4,55
54,2026,2025-R38F3,2025,Laboratório dos Sonhos,laboratorio dos sonhos,Associação Aprender Cultura,associacao aprender cultura,500000.0,500000.0,500000.0,500000.0,False,captando,cota-demais,Cariacica,Cariacica,Cariacica,3201308,1,,,False,um_municipio,Cariacica,3201308.0,False,,https://secult.es.gov.br/lista-de-projetos-habilitados,4,56
55,2026,2025-XJ6C2,2025,Congo de Máscaras de Roda D'Água - Cariacica – 2026,congo de mascaras de roda d agua cariacica 2026,Associação De Bandas De Congo De Cariacica,associacao de bandas de congo de cariacica,500000.0,600000.0,500000.0,600000.0,False,concluido,cota-pautados,Cariacica,Cariacica,Cariacica,3201308,1,,,False,um_municipio,Cariacica,3201308.0,False,,https://secult.es.gov.br/lista-de-projetos-habilitados,4,57
56,2026,2025-JM8G8,2025,Festa da Penha 2026,festa da penha 2026,Fundação Espírito Santo Turismo & Eventos,fundacao espirito santo turismo eventos,500000.0,2303620.0,500000.0,2303620.0,False,em_execucao,cota-pautados,Vila Velha,Vila Velha,Vila Velha,3205200,1,,,False,um_municipio,Vila Velha,3205200.0,False,,https://secult.es.gov.br/lista-de-projetos-habilitados,4,58
57,2026,2025-V0HCH,2025,"Orquestra Brasileira de Cantores Cegos - Repertório #04, patrimônio",orquestra brasileira de cantores cegos repertorio 04 patrimonio,Associação Sociedade Cultura e Arte SOCA,associacao sociedade cultura e arte soca,500000.0,500000.0,500000.0,500000.0,False,captando,cota-demais,Vila Velha; Vitória,Vila Velha; Vitória,Vila Velha; Vitória,3205200;3205309,2,,,False,varios_municipios,,,False,,https://secult.es.gov.br/lista-de-projetos-habilitados,4,59
58,2026,2025-NC3C3,2025,"cultural capixaba, Orquestra Brasileira De Cantores Cegos: Cantos Do Brasil",cultural capixaba orquestra brasileira de cantores cegos cantos do brasil,Associação Sociedade Cultura e Arte SOCA,associacao sociedade cultura e arte soca,500000.0,500000.0,500000.0,500000.0,False,captando,cota-demais,Vila Velha; Vitória,Vila Velha; Vitória,Vila Velha; Vitória,3205200;3205309,2,,,False,varios_municipios,,,False,,https://secult.es.gov.br/lista-de-projetos-habilitados,4,60
59,2026,2025-GRD95,2025,3º Festival Manhágua,3o festival manhagua,Caju Produções LTDA,caju producoes,500000.0,1493047.71,500000.0,1493047.71,False,captando,cota-demais,Vitória,Vitória,Vitória,3205309,1,,,False,um_municipio,Vitória,3205309.0,False,,https://secult.es.gov.br/lista-de-projetos-habilitados,4,61
60,2026,2025-K1235,2025,Das Pretas Oppen Lab,das pretas oppen lab,Instituto Das Pretas.Org,instituto das pretas,500000.0,500000.0,500000.0,500000.0,False,captando,cota-continuados,Vitória,Vitória,Vitória,3205309,1,,,False,um_municipio,Vitória,3205309.0,False,,https://secult.es.gov.br/lista-de-projetos-habilitados,4,62
61,2026,2025-1BPCP,2025,Camerata João XXIII,camerata joao xxiii,Instituto João XXIII,instituto joao xxiii,443788.85,686874.5,443788.85,686874.5,False,captando,cota-demais,Vitória,Vitória,Vitória,3205309,1,,,False,um_municipio,Vitória,3205309.0,False,,https://secult.es.gov.br/lista-de-projetos-habilitados,5,63
62,2026,2025-LJ7X2,2025,Orquestra Jônice Tristão,orquestra jonice tristao,Instituto Três Pontões de Ação Social e Cultural - Instituto Cultural das Montanhas.,instituto tres pontoes de acao social e cultural,500000.0,500000.0,500000.0,500000.0,False,em_execucao,cota-continuados,Afonso Cláudio,Afonso Cláudio,Afonso Cláudio,3200102,1,,,False,um_municipio,Afonso Cláudio,3200102.0,False,,https://secult.es.gov.br/lista-de-projetos-habilitados,5,64
63,2026,2025-CSZT8,2025,Projeto De Dança Pipoca Social,projeto de danca pipoca social,Associação Alef Bet.,associacao alef bet,500000.0,500000.0,500000.0,500000.0,False,captando,cota-continuados,Vitória,Vitória,Vitória,3205309,1,,,False,um_municipio,Vitória,3205309.0,False,,https://secult.es.gov.br/lista-de-projetos-habilitados,5,65
64,2026,2025-RM1D1,2025,Nostra Cultura - Santa Teresa,nostra cultura santa teresa,R Coutinho Filmes Ltda,r coutinho filmes,490547.98,490547.98,490547.98,490547.98,False,em_execucao,cota-demais,Santa Teresa,Santa Teresa,Santa Teresa,3204609,1,,,False,um_municipio,Santa Teresa,3204609.0,False,,https://secult.es.gov.br/lista-de-projetos-habilitados,5,66
65,2026,2025-FPC7P,2025,Festival Nacional De Teatro De Guaçuí,festival nacional de teatro de guacui,"Grupo Teatral Gota, Pó e Poeira",grupo teatral gota po e poeira,256976.93,256976.93,256976.93,256976.93,False,captando,cota-pautados,Guaçuí,Guaçuí,Guaçuí,3202306,1,,,False,um_municipio,Guaçuí,3202306.0,False,,https://secult.es.gov.br/lista-de-projetos-habilitados,5,67
66,2026,2025-3JR65,2025,"Festival Vozes, Violas e Violões",festival vozes violas e violoes,L G Silva Produções Artísticas,l g silva producoes artisticas,299600.0,299600.0,299600.0,299600.0,False,captando,cota-demais,Cariacica,Cariacica,Cariacica,3201308,1,,,False,um_municipio,Cariacica,3201308.0,False,,https://secult.es.gov.br/lista-de-projetos-habilitados,5,68
67,2026,2025-L58Z5,2025,Festival Internacional De Jazz E Bossa De Santa Teresa - 13ª Edição,festival internacional de jazz e bossa de santa teresa 13a edicao,Rota Service Ltda Epp,rota service,500000.0,1380972.32,500000.0,1380972.32,False,em_execucao,cota-pautados,Santa Teresa,Santa Teresa,Santa Teresa,3204609,1,,,False,um_municipio,Santa Teresa,3204609.0,False,,https://secult.es.gov.br/lista-de-projetos-habilitados,5,69
68,2026,2025-5N8X1,2025,"La Bella Parola - Música, memória e comunidade",la bella parola musica memoria e comunidade,Academia De Letras E Artes Da Cidade De Santa Teresa-Aleast,academia de letras e artes da cidade de santa teresa aleast,357435.07,357435.07,357435.07,357435.07,False,captando,cota-demais,Santa Teresa,Santa Teresa,Santa Teresa,3204609,1,,,False,um_municipio,Santa Teresa,3204609.0,False,,https://secult.es.gov.br/lista-de-projetos-habilitados,5,70
69,2026,2025-4CV2N,2025,Encontro das Chef’s,encontro das chef s,Conexxo Serviços e Gestão de Eventos.,conexxo servicos e gestao de eventos,500000.0,647000.0,500000.0,647000.0,False,em_execucao,cota-demais,Vitória,Vitória,Vitória,3205309,1,,,False,um_municipio,Vitória,3205309.0,False,,https://secult.es.gov.br/lista-de-projetos-habilitados,5,71
70,2026,2025-G3RNR,2025,35ª Festa do Morango,35a festa do morango,Associação Festa do Morango,associacao festa do morango,499223.2,800000.0,499223.2,800000.0,False,em_execucao,cota-pautados,Domingos Martins,Domingos Martins,Domingos Martins,3201902,1,,,False,um_municipio,Domingos Martins,3201902.0,False,,https://secult.es.gov.br/lista-de-projetos-habilitados,5,72
71,2026,2025-XKQD2,2025,PETER | Projeto Escolas no Teatro Eliziário Rangel,peter projeto escolas no teatro eliziario rangel,Associação Centro Cultural Eliziário Rangel,associacao centro cultural eliziario rangel,500000.0,500000.0,500000.0,500000.0,False,captando,cota-demais,Serra,Serra,Serra,3205002,1,,,False,um_municipio,Serra,3205002.0,False,,https://secult.es.gov.br/lista-de-projetos-habilitados,5,73
72,2026,2025-NK2K5,2025,Vovô E O Mar,vovo e o mar,Marina Jordem Almança Possatti - MEI,marina jordem almanca possatti,160462.66,160462.66,160462.66,160462.66,False,captando,cota-fora-rmgv,Muniz Freire; Baixo Guandu,Muniz Freire; Baixo Guandu,Baixo Guandu; Muniz Freire,3200805;3203700,2,,,False,varios_municipios,,,False,,https://secult.es.gov.br/lista-de-projetos-habilitados,5,74
73,2026,2025-HJ1PF,2025,Cine Capixaba,cine capixaba,Porto Cultural VIX LTDA,porto cultural vix,496789.86,496789.86,496789.86,496789.86,False,em_execucao,cota-demais,Aguia Branca; Nova Venecia; Pinheiros; São Gabriel da Palha,Aguia Branca; Nova Venecia; Pinheiros; São Gabriel da Palha,São Gabriel da Palha; Nova Venécia; Águia Branca; Pinheiros,3204708;3203908;3200136;3204104,4,,,False,varios_municipios,,,False,,https://secult.es.gov.br/lista-de-projetos-habilitados,5,75
74,2026,2025-T5H46,2025,"XVI, XVII, XVIII Festa Folclórica de Santo Antônio do Muqui",xvi xvii xviii festa folclorica de santo antonio do muqui,Associação de Folclore de Santo Antônio de Muqui.,associacao de folclore de santo antonio de muqui,455490.0,492490.0,455490.0,492490.0,False,captando,cota-continuados,Mimoso do Sul,Mimoso do Sul,Mimoso do Sul,3203403,1,,,False,um_municipio,Mimoso do Sul,3203403.0,False,,https://secult.es.gov.br/lista-de-projetos-habilitados,5,76
75,2026,2025-SJQ9R,2025,Despertando Olhares,despertando olhares,Paris Serviços E Treinamentos LTDA,paris servicos e treinamentos,487644.05,487644.05,487644.05,487644.05,False,em_execucao,cota-fora-rmgv,a defnir,a defnir,,,0,,a defnir (local a definir),False,so_locais_nao_municipais,,,False,,https://secult.es.gov.br/lista-de-projetos-habilitados,6,77
76,2026,2025-M644N,2025,Casarão Carapebus: Preservação Emergencial do Patrimônio,casarao carapebus preservacao emergencial do patrimonio,Grupo de Desenvolvimento Humano e Ambiental Instituto Goiamum,grupo de desenvolvimento humano e ambiental instituto goiamum,831290.0,831290.0,831290.0,831290.0,False,captando,cota-demais,Serra,Serra,Serra,3205002,1,,,False,um_municipio,Serra,3205002.0,False,,https://secult.es.gov.br/lista-de-projetos-habilitados,6,78
77,2026,2025-90TBK,2025,Roda de Boteco 2026,roda de boteco 2026,Conexxo Serviços e Gestão DE Eventos Ltda,conexxo servicos e gestao de eventos,500000.0,1406150.0,500000.0,1406150.0,False,em_execucao,cota-pautados,(Vitória; Vila Velha; Serra; Cariacica,(Vitória; Vila Velha; Serra; Cariacica,Vila Velha; Cariacica; Vitória; Serra,3205200;3201308;3205309;3205002,4,,,False,varios_municipios,,,False,,https://secult.es.gov.br/lista-de-projetos-habilitados,6,79
78,2026,2025-77BHP,2025,98ª Festa de São Pedro - Edição 2026,98a festa de sao pedro edicao 2026,Colônia De Pescadores E Aquicultores Z-5 Maria Ortiz.,colonia de pescadores e aquicultores z 5 maria ortiz,500000.0,2100000.0,500000.0,2100000.0,False,em_execucao,cota-pautados,Vitória,Vitória,Vitória,3205309,1,,,False,um_municipio,Vitória,3205309.0,False,,https://secult.es.gov.br/lista-de-projetos-habilitados,6,80
79,2026,2025-B2PQC,2025,Samba Que Eu Quero Ver - Mostra Cultural De Bamba 2026,samba que eu quero ver mostra cultural de bamba 2026,Odoyá Arte E Cultura Produções,odoya arte e cultura producoes,500000.0,500000.0,500000.0,500000.0,False,em_execucao,cota-demais,Vitória,Vitória,Vitória,3205309,1,,,False,um_municipio,Vitória,3205309.0,False,,https://secult.es.gov.br/lista-de-projetos-habilitados,6,81
80,2026,2024-7NZLF,2024,Caminho Jesuíta,caminho jesuita,Andaluz Produções LTDA,andaluz producoes,459163.19,676761.19,459163.19,676761.19,False,em_execucao,cota-demais,Vila Velha; Vitória; Serra; Viana; Guarapari; Anchieta.,Vila Velha; Vitória; Serra; Viana; Guarapari; Anchieta.,Vila Velha; Guarapari; Anchieta; Vitória; Serra; Viana,3205200;3202405;3200409;3205309;3205002;3205101,6,,,False,varios_municipios,,,False,,https://secult.es.gov.br/lista-de-projetos-habilitados,6,82
81,2026,2025-5TD7H,2025,Carnaval Folclórico do Boi Pintadinho de Muqui/ES - 2026,carnaval folclorico do boi pintadinho de muqui es 2026,Associacao Comercial E Empresarial De Muqui - ACE MUQUI.,associacao comercial e empresarial de muqui ace muqui,500000.0,1000000.0,500000.0,1000000.0,False,concluido,cota-pautados,Muqui,Muqui,Muqui,3203809,1,,,False,um_municipio,Muqui,3203809.0,False,,https://secult.es.gov.br/lista-de-projetos-habilitados,6,83
82,2026,2025-49GXP,2025,"3º Festival PCD: Pinta, Canta e Dança",3o festival pcd pinta canta e danca,Movimento Cidade Projetos Criativos,movimento cidade projetos criativos,500000.0,500000.0,500000.0,500000.0,False,captando,cota-demais,a definir Santa Maria de,a definir; Santa Maria de Jetibá,Santa Maria de Jetibá,3204559,1,,a definir (local a definir),False,um_municipio_mais_outros_locais,,,True,"transbordo 2025-49GXP->2024-454L8 ('Santa Maria de'+'Jetibá'='Santa Maria de Jetibá', papel A); ",https://secult.es.gov.br/lista-de-projetos-habilitados,6,84
83,2026,2024-454L8,2024,Ato Final Em Debate,ato final em debate,Andaluz Produções LTDA,andaluz producoes,355635.4,355635.4,355635.4,355635.4,False,em_execucao,cota-demais,Jetibá; Afonso Claudio; Colatina; Alegre; Nova Venécia; Anchieta; São Mateus; Linhares; Cariacica; Cachoeiro de,Afonso Claudio; Colatina; Alegre; Nova Venécia; Anchieta; São Mateus; Linhares; Cariacica; Cachoeiro de Itapemirim,Cachoeiro de Itapemirim; Afonso Cláudio; Nova Venécia; São Mateus; Cariacica; Anchieta; Colatina; Linhares; Alegre,3201209;3200102;3203908;3204906;3201308;3200409;3201506;3203205;3200201,9,,,False,varios_municipios,,,True,"transbordo 2025-49GXP->2024-454L8 ('Santa Maria de'+'Jetibá'='Santa Maria de Jetibá', papel B); transbordo 2024-454L8->2025-SB2J8 ('Cachoeiro de'+'Itapemirim'='Cachoeiro de Itapemirim', papel A); ",https://secult.es.gov.br/lista-de-projetos-habilitados,6,85
84,2026,2025-SB2J8,2025,Cinematoka - Mostra de Cinema Indígena e Vivência Etnico-Cultural,cinematoka mostra de cinema indigena e vivencia etnico cultural,Karoline Del,karoline delfino felicio,499195.0,499195.0,499195.0,499195.0,False,em_execucao,cota-fora-rmgv,Itapemirim; Vila Velha Aracruz; Vitória,Vila Velha Aracruz; Vitória,Vila Velha; Aracruz; Vitória,3205200;3200607;3205309,3,,,False,varios_municipios,,,True,"transbordo 2024-454L8->2025-SB2J8 ('Cachoeiro de'+'Itapemirim'='Cachoeiro de Itapemirim', papel B); ",https://secult.es.gov.br/lista-de-projetos-habilitados,6,86
85,2026,2025-QRD7Z,2025,"Luz, Câmera, Preservação",luz camera preservacao,Cabelo Seco Soluções Culturais,cabelo seco solucoes culturais,499524.0,499524.0,499524.0,499524.0,False,em_execucao,cota-demais,Domingos Martins; Vargem Alta; Castelo; Aguia Branca.,Domingos Martins; Vargem Alta; Castelo; Aguia Branca.,Domingos Martins; Águia Branca; Vargem Alta; Castelo,3201902;3200136;3205036;3201407,4,,,False,varios_municipios,,,False,,https://secult.es.gov.br/lista-de-projetos-habilitados,6,87
86,2026,2025-KCGPL,2025,Festivalzinho de Cinema de Vitória,festivalzinho de cinema de vitoria,Galpão Produções Artísticas e Culturais LTDA,galpao producoes artisticas e culturais,500000.0,1411412.0,500000.0,1411412.0,False,em_execucao,cota-pautados,Vitória,Vitória,Vitória,3205309,1,,,False,um_municipio,Vitória,3205309.0,False,,https://secult.es.gov.br/lista-de-projetos-habilitados,6,88
87,2026,2025-Z13BW,2025,Borana Jazz,borana jazz,Julio Cesar Vasconcelos,julio cesar vasconcelos,161937.3,161937.3,161937.3,161937.3,False,em_execucao,cota-fora-rmgv,Vitória; São Mateus; Conceição Barra; Pedro Canário,Vitória; São Mateus; Conceição Barra; Pedro Canário,Conceição da Barra; Pedro Canário; São Mateus; Vitória,3201605;3204054;3204906;3205309,4,,,False,varios_municipios,,,False,,https://secult.es.gov.br/lista-de-projetos-habilitados,6,89
88,2025,2025-V9F70,2025,Projeto Cultural Tecer Folias - Ano II,projeto cultural tecer folias ano ii,Associação Oficina da Vida - ONG.,associacao oficina da vida ong,500000.0,500000.0,500000.0,500000.0,False,em_execucao,cota-demais,Vitória,Vitória,Vitória,3205309,1,,,False,um_municipio,Vitória,3205309.0,False,,https://secult.es.gov.br/lista-de-projetos-habilitados,7,2
89,2025,2025-75FLW,2025,Projeto Cultural Eterno Aprendiz,projeto cultural eterno aprendiz,Associação Oficina da Vida - ONG.,associacao oficina da vida ong,499600.0,499600.0,499600.0,499600.0,False,captando,cota-demais,Vitória,Vitória,Vitória,3205309,1,,,False,um_municipio,Vitória,3205309.0,False,,https://secult.es.gov.br/lista-de-projetos-habilitados,7,3
90,2025,2025-7QZ1X,2025,Vai Dar Samba - 5ª Edição,vai dar samba 5a edicao,Associação Oficina da Vida - ONG,associacao oficina da vida ong,498800.0,498800.0,498800.0,498800.0,False,captando,cota-demais,Cachoeiro de Itapemirim; Mimoso do Sul,Cachoeiro de Itapemirim; Mimoso do Sul,Cachoeiro de Itapemirim; Mimoso do Sul,3201209;3203403,2,,,False,varios_municipios,,,False,,https://secult.es.gov.br/lista-de-projetos-habilitados,7,4
91,2025,2025-0G2ZD,2025,ATILIO FOLIA - Carnaval Cultural de Atílio Vivácqua,atilio folia carnaval cultural de atilio vivacqua,G ABREU TURISMO E CULTURA LTDA,g abreu turismo e cultura,489267.0,489267.0,489267.0,489267.0,False,concluido,cota-continuados,Atílio Vivacqua,Atílio Vivacqua,Atílio Vivácqua,3200706,1,,,False,um_municipio,Atílio Vivácqua,3200706.0,False,,https://secult.es.gov.br/lista-de-projetos-habilitados,7,5
92,2025,2025-FXX9C,2025,A Trupe Barroca - Uma Nova Música Antiga 2026,a trupe barroca uma nova musica antiga 2026,WS Projetos Criativos LTDA,ws projetos criativos,499581.98,499581.98,499581.98,499581.98,False,em_execucao,cota-demais,,,,,0,,,True,ausente,,,False,,https://secult.es.gov.br/lista-de-projetos-habilitados,7,6
93,2025,2025-QXK9H,2025,Filarmônica de Mulheres do Espirito Santo - Natal Iluminado,filarmonica de mulheres do espirito santo natal iluminado,Instituto Todos os Cantos,instituto todos os cantos,248506.0,248506.0,248506.0,248506.0,False,em_execucao,cota-demais,,,,,0,,,True,ausente,,,False,,https://secult.es.gov.br/lista-de-projetos-habilitados,7,7
94,2025,2025-1MT75,2025,R2R Música Para Todos 2,r2r musica para todos 2,Instituto Viva Vida,instituto viva vida,500000.0,500000.0,500000.0,500000.0,False,em_execucao,cota-demais,Vitória; Serra; Cariacica; Vila Velha,Vitória; Serra; Cariacica; Vila Velha,Vila Velha; Cariacica; Vitória; Serra,3205200;3201308;3205309;3205002,4,,,False,varios_municipios,,,False,,https://secult.es.gov.br/lista-de-projetos-habilitados,7,8
95,2025,2025-WV98F,2025,XXXV Festa Do Imigrante Italiano De Santa Teresa,xxxv festa do imigrante italiano de santa teresa,Circolo Trentino di Santa Teresa,circolo trentino di santa teresa,500000.0,889480.0,500000.0,889480.0,False,em_execucao,cota-pautados,Santa Teresa,Santa Teresa,Santa Teresa,3204609,1,,,False,um_municipio,Santa Teresa,3204609.0,False,,https://secult.es.gov.br/lista-de-projetos-habilitados,7,9
96,2025,2025-0RV3W,2025,Festival Nacional de Forró de Itaúnas,festival nacional de forro de itaunas,Fernanda Lima Garcia Eventos,fernanda lima garcia eventos,500000.0,500000.0,500000.0,500000.0,False,em_execucao,cota-pautados,Itaúnas,Itaúnas,Conceição da Barra,3201605,1,,,False,um_municipio,Conceição da Barra,3201605.0,False,,https://secult.es.gov.br/lista-de-projetos-habilitados,7,10
97,2025,2025-R0CZP,2025,Biblioteca Itinerante Vila Quilombo,biblioteca itinerante vila quilombo,Paris Serviços E Treinamentos LTDA,paris servicos e treinamentos,479932.0,479832.0,479932.0,479832.0,False,em_execucao,cota-fora-rmgv,Vargem Alta,Vargem Alta,Vargem Alta,3205036,1,,,False,um_municipio,Vargem Alta,3205036.0,False,,https://secult.es.gov.br/lista-de-projetos-habilitados,7,11
98,2025,2025-FZTLW,2025,Centro Cultural Canela Verde Cultura E Arte,centro cultural canela verde cultura e arte,Ananda Lugon Bourguignon,ananda lugon bourguignon,161991.2,161991.2,161991.2,161991.2,False,captando,cota-demais,Vila Velha,Vila Velha,Vila Velha,3205200,1,,,False,um_municipio,Vila Velha,3205200.0,False,,https://secult.es.gov.br/lista-de-projetos-habilitados,7,12
99,2025,2025-G5V62,2025,Ecos do Convento - Trilhas do Saber,ecos do convento trilhas do saber,Instituto Brasileiro de Apoio ao Desenvolvimento Social e Econômico,instituto brasileiro de apoio ao desenvolvimento social e economico,278076.7,278076.7,278076.7,278076.7,False,em_execucao,cota-demais,Vila Velha,Vila Velha,Vila Velha,3205200,1,,,False,um_municipio,Vila Velha,3205200.0,False,,https://secult.es.gov.br/lista-de-projetos-habilitados,7,13
100,2025,2025-TGL66,2025,Ecos do Convento - Luzes da Criação,ecos do convento luzes da criacao,Instituto Brasileiro de Apoio ao Desenvolvimento Social e Econômico.,instituto brasileiro de apoio ao desenvolvimento social e economico,256469.4,256469.4,256469.4,256469.4,False,captando,cota-demais,Vitória,Vitória,Vitória,3205309,1,,,False,um_municipio,Vitória,3205309.0,False,,https://secult.es.gov.br/lista-de-projetos-habilitados,7,14
101,2025,2025-9TD2B,2025,A Música E A Arte De Renato Sabaini,a musica e a arte de renato sabaini,RENATO SABAINI,renato sabaini,156924.0,156924.0,156924.0,156924.0,False,em_execucao,cota-fora-rmgv,Colatina,Colatina,Colatina,3201506,1,,,False,um_municipio,Colatina,3201506.0,False,,https://secult.es.gov.br/lista-de-projetos-habilitados,7,15
102,2025,2025-BLC51,2025,Livro Corredor de Vida Santa Teresa,livro corredor de vida santa teresa,Instituto Últimos Refúgios,instituto ultimos refugios,499991.0,499991.0,499991.0,499991.0,False,em_execucao,cota-demais,Santa Teresa; Santa Maria de Jetibá; Santa Leopoldina,Santa Teresa; Santa Maria de Jetibá; Santa Leopoldina,Santa Maria de Jetibá; Santa Leopoldina; Santa Teresa,3204559;3204500;3204609,3,,,False,varios_municipios,,,False,,https://secult.es.gov.br/lista-de-projetos-habilitados,8,16
