id,url,status,content_type,bytes,sha256,coletado_utc,arquivo
doi:10.1590/S0011-52582013000200004,https://api.crossref.org/works/10.1590/S0011-52582013000200004,200,application/json,3114,348671776d1a0af5f24220b09698cabfc47da2d3a0e0bfbc4b682660477b1911,2026-09-24T00:27:30Z,dados/fontes_web/doi/10.1590_s0011-52582013000200004.json
doi:10.1590/S0034-75901997000400005,https://api.crossref.org/works/10.1590/S0034-75901997000400005,200,application/json,2785,49971703ae1fb4b1a657201f223503a2d92797c0c98c06a960a0368614cb7e1a,2026-09-24T00:27:31Z,dados/fontes_web/doi/10.1590_s0034-75901997000400005.json
doi:10.1590/S0102-88392001000200011,https://api.crossref.org/works/10.1590/S0102-88392001000200011,200,application/json,1823,0bd878d5671f31e1ba259a39475688ca3d73cfcb89bd71c1d1fbb6c91f101b1c,2026-09-24T00:27:31Z,dados/fontes_web/doi/10.1590_s0102-88392001000200011.json
doi:10.1590/S0103-20702003000200007,https://api.crossref.org/works/10.1590/S0103-20702003000200007,200,application/json,1849,c1e786a3c0eebf7a26b298515d07c48271ab8a8c267ed41caba1a0e54189bab4,2026-09-24T00:27:32Z,dados/fontes_web/doi/10.1590_s0103-20702003000200007.json
doi:10.1590/S0103-49792016000300007,https://api.crossref.org/works/10.1590/S0103-49792016000300007,200,application/json,3233,426e096e1d131e4378b4b0668b3b29d826e75ed07568dfb1c8c4d40d3f00d271,2026-09-24T00:27:33Z,dados/fontes_web/doi/10.1590_s0103-49792016000300007.json
doi:10.1596/978-1-4648-0779-4,https://api.crossref.org/works/10.1596/978-1-4648-0779-4,200,application/json,3311,bf5de242e1354f28c168b8a60dfa48836cef7a42ad8ee8e220c88108574ec6e8,2026-09-24T00:27:34Z,dados/fontes_web/doi/10.1596_978-1-4648-0779-4.json
doi:10.1596/978-1-4648-0889-0,https://api.crossref.org/works/10.1596/978-1-4648-0889-0,404,application/json,130,43d4489d21bda548de1bb359de9c59c8f6e7daffb43555344039b124f39d1513,2026-09-24T00:47:05Z,dados/fontes_web/doi/10.1596_978-1-4648-0889-0.json
doi:10.17310/ntj.2009.1.03,https://api.crossref.org/works/10.17310/ntj.2009.1.03,200,application/json,2068,664d9482b0be2ad621c184ab0ffdf9e0469bef03901ad4a3074a349f7e76ed53,2026-09-24T00:27:37Z,dados/fontes_web/doi/10.17310_ntj.2009.1.03.json
doi:10.18764/2178-2865.v18n1p111-124,https://api.crossref.org/works/10.18764/2178-2865.v18n1p111-124,200,application/json,6107,69fe8cb7b6d8f5e68f8e1fab05d10c3131a9bb5e814133bd7895ac8803f74797,2026-09-24T00:27:37Z,dados/fontes_web/doi/10.18764_2178-2865.v18n1p111-124.json
doi:10.20435/inter.v22i2.2965,https://api.crossref.org/works/10.20435/inter.v22i2.2965,200,application/json,3882,1b2ce59ab4ffa454b8d196c1d4ca585c36ea2418ab4190f9edcad5911dc6af26,2026-09-24T00:43:00Z,dados/fontes_web/doi/10.20435_inter.v22i2.2965.json
doi:10.2139/ssrn.3313990,https://api.crossref.org/works/10.2139/ssrn.3313990,200,application/json,2475,2058662b4c5926e59da34ee9eb39d4f74e4ac896b45de1490e9de04196799bf8,2026-09-24T00:27:38Z,dados/fontes_web/doi/10.2139_ssrn.3313990.json
doi:10.21783/rei.v5i2.314,https://api.crossref.org/works/10.21783/rei.v5i2.314,200,application/json,4936,6185f3b7ece524714c399c5249f1210edf981a109e3d434ad301c4d1616fc42c,2026-09-24T00:27:39Z,dados/fontes_web/doi/10.21783_rei.v5i2.314.json
doi:10.22617/TCS179188-2,https://api.crossref.org/works/10.22617/TCS179188-2,200,application/json,1336,666ac46d9de0107d3bb2e28e34c72ac2936aa481c6faa7110ee871d724139abc,2026-09-24T00:27:40Z,dados/fontes_web/doi/10.22617_tcs179188-2.json
doi:10.2307/2951620,https://api.crossref.org/works/10.2307/2951620,200,application/json,2010,6ad7c97baccc0f0f3ae65c114367078edae815ddb6780b837691fb68c1bf6245,2026-09-24T00:27:40Z,dados/fontes_web/doi/10.2307_2951620.json
doi:10.2307/2971733,https://api.crossref.org/works/10.2307/2971733,200,application/json,2993,752d888f0b690428793e736598148fd4175b2751bde8fe7e1201fb1f3dd04cbb,2026-09-24T00:27:41Z,dados/fontes_web/doi/10.2307_2971733.json
doi:10.24302/drd.v14.5320,https://api.crossref.org/works/10.24302/drd.v14.5320,200,application/json,4820,3dd2c9c749b58cf8dede384e291141f1d6a895692372e59497936e39585b82b2,2026-09-24T00:27:42Z,dados/fontes_web/doi/10.24302_drd.v14.5320.json
doi:10.3102/10769986211070625,https://api.crossref.org/works/10.3102/10769986211070625,200,application/json,3488,13441e30f69d96c00da9f603781d8300f9fbef2d51cbeb6e64c1a71b5b299972,2026-09-24T00:27:43Z,dados/fontes_web/doi/10.3102_10769986211070625.json
doi:10.3138/cjpe.31122,https://api.crossref.org/works/10.3138/cjpe.31122,200,application/json,2556,231f4ac557182d991b801de2250009f895dc4bb6893caec79a7dd2e3492adc4d,2026-09-24T00:27:44Z,dados/fontes_web/doi/10.3138_cjpe.31122.json
doi:10.3368/jhr.50.2.317,https://api.crossref.org/works/10.3368/jhr.50.2.317,200,application/json,2134,3f17c8590b471978627ed52a72fb403b0b6156b413cb272233f1a6bd107b2c67,2026-09-24T00:27:44Z,dados/fontes_web/doi/10.3368_jhr.50.2.317.json
doi:10.3368/jhr.57.3.0917-9064R2,https://api.crossref.org/works/10.3368/jhr.57.3.0917-9064R2,200,application/json,2057,503678954aac8c74b264e2599564bf0c581a06a69aa81d26a259c083e1fa5199,2026-09-24T00:27:45Z,dados/fontes_web/doi/10.3368_jhr.57.3.0917-9064r2.json
doi:10.3386/w32117,https://api.crossref.org/works/10.3386/w32117,200,application/json,2353,eb6fa1702928409d7646395e07bd693710746fadca76fbc112d62ecf97867d41,2026-09-24T00:27:46Z,dados/fontes_web/doi/10.3386_w32117.json
doi:10.38116/td2715,https://api.crossref.org/works/10.38116/td2715,200,application/json,3704,d4dcdb6255cd69bb906b3bc4bc675389d4f60b39b25808ea86a30f3672fca9f1,2026-09-24T00:27:47Z,dados/fontes_web/doi/10.38116_td2715.json
doi:10.3982/ECTA11757,https://api.crossref.org/works/10.3982/ECTA11757,200,application/json,3418,4141c6b1e013474778cbd1152311d48940aadcbb7bedec2f689a50feb1c9eda8,2026-09-24T00:27:47Z,dados/fontes_web/doi/10.3982_ecta11757.json
doi:10.48550/arXiv.2105.03737,https://api.crossref.org/works/10.48550/arXiv.2105.03737,404,application/json,1560,e9b82e1f571155f00f85d595ede79b5e91ce5672d11bbbb0abdea5b1d68d444a,2026-09-24T00:47:06Z,dados/fontes_web/doi/10.48550_arxiv.2105.03737.json
doi:10.5102/rbpp.v7i1.4351,https://api.crossref.org/works/10.5102/rbpp.v7i1.4351,200,application/json,2626,5c45eb40ecb0627344d7b1fe04b2d1bd0cd5f3e626da82d99ed752890477785b,2026-09-24T00:27:49Z,dados/fontes_web/doi/10.5102_rbpp.v7i1.4351.json
doi:10.52780/res.v30i3.20239,https://api.crossref.org/works/10.52780/res.v30i3.20239,200,application/json,3544,9328268ac3abe4c4336ebba45b7a3fcedbcf5775215116ce6bacdd205db7f0a9,2026-09-24T00:27:50Z,dados/fontes_web/doi/10.52780_res.v30i3.20239.json
doi:10.5433/2176-6665.2020v25n2p412,https://api.crossref.org/works/10.5433/2176-6665.2020v25n2p412,200,application/json,2525,46d84a62a24c21123fe318751c6aac01736b61b754bc6b4c9ccf6ac2002a5d81,2026-09-24T00:27:50Z,dados/fontes_web/doi/10.5433_2176-6665.2020v25n2p412.json
doi:10.9771/pcr.v11i1.25343,https://api.crossref.org/works/10.9771/pcr.v11i1.25343,200,application/json,3050,f9eb584b42a6a0fc84e371cf6c05cfa1829ca40f39236bf0bae69c4cb21e179a,2026-09-24T00:27:51Z,dados/fontes_web/doi/10.9771_pcr.v11i1.25343.json
doi:10.9771/pcr.v9i1.15208,https://api.crossref.org/works/10.9771/pcr.v9i1.15208,200,application/json,2600,0328bdd8fa736c007bcfc2d0ad2a7b283048e9fbd05a34a7ea87688781e26dcf,2026-09-24T00:27:52Z,dados/fontes_web/doi/10.9771_pcr.v9i1.15208.json
es_editais_cultura_2025,https://www.es.gov.br/Noticia/governo-do-estado-lanca-editais-da-cultura-2025-com-investimento-recorde-superior-a-r-34-milhoes,200,text/html; charset=utf-8,175855,b77d4df2b65ae1701a8f85b30c331b9d8ca9e59b87d7f24df3824e97dbf4bca5,2026-09-24T00:44:01Z,dados/fontes_web/paginas/es_editais_cultura_2025.txt
es_gov_aprimoramento_licc,https://www.es.gov.br/Noticia/secretaria-da-cultura-realiza-aprimoramento-da-lei-de-incentivo-a-cultura-capixaba-licc-em-dialogo-com-sociedade,200,text/html; charset=utf-8,175855,b77d4df2b65ae1701a8f85b30c331b9d8ca9e59b87d7f24df3824e97dbf4bca5,2026-09-24T00:44:52Z,dados/fontes_web/paginas/es_gov_aprimoramento_licc.txt
fjp_leic_mg_2015,https://repositorio.fjp.mg.gov.br/items/467e0560-157b-4f14-8b4b-540d01528933,403,,,,2026-09-24T00:44:55Z,
ibge_lab_munic2021,https://agenciadenoticias.ibge.gov.br/agencia-noticias/2012-agencia-de-noticias/noticias/35787-recursos-da-lei-aldir-blanc-foram-distribuidos-por-61-1-dos-municipios-em-2021,403,,,,2026-09-24T00:44:04Z,
ibge_munic2021_periodos,https://servicodados.ibge.gov.br/api/v1/pesquisas/1/periodos,200,application/json; charset=utf-8,2711,b130a0ff5a60b7cd44f275e0013ae8c7d88d978f839d290eaf8f0bd4ecc34d04,2026-09-24T00:44:27Z,dados/fontes_web/paginas/ibge_munic2021_periodos.txt
ibge_siic_pagina,https://www.ibge.gov.br/estatisticas/multidominio/cultura-recreacao-e-esporte/9388-indicadores-culturais.html,403,,,,2026-09-24T00:44:23Z,
ibge_siic_periodos,https://servicodados.ibge.gov.br/api/v1/pesquisas/10092/periodos,200,application/json; charset=utf-8,3923,d53394b704fdde0755a941f6056e389e09f89d53d940a43aecdb524391fc2bca,2026-09-24T00:44:25Z,dados/fontes_web/paginas/ibge_siic_periodos.txt
ijsn_funcultura_10anos,https://ijsn.es.gov.br/Media/IJSN/PublicacoesAnexos/relatorios/Pesquisa_Funcultura.pdf,200,application/pdf,9164929,ab443ecec460959f88add472d54a50bd23061b2e254a5000343993558aa350a2,2026-09-24T00:44:50Z,dados/fontes_web/paginas/ijsn_funcultura_10anos.txt
ijsn_simapp_estudos,https://ijsn.es.gov.br/projetos-especiais-simapp-estudos-e-pesquisas,200,text/html; charset=utf-8,203718,906bccc2799ea496bab0bc8a9b5f32b778daaf983741f78b4c994d3a114b992d,2026-09-24T00:44:38Z,dados/fontes_web/paginas/ijsn_simapp_estudos.txt
ipea_lab_capacidades,https://repositorio.ipea.gov.br/entities/publication/a419ef3f-73a5-46da-b4d9-b352ba3e6490,200,text/html; charset=utf-8,605302,3169ed7f4f4bbd7933154b0e3d774d26d87617b5d893bea58bcd6a20c9846084,2026-09-24T00:44:08Z,dados/fontes_web/paginas/ipea_lab_capacidades.txt
ipea_td2280,http://repositorio.ipea.gov.br/handle/11058/7523,200,text/html; charset=utf-8,591559,faf3f89907229cf7033236b9dd5b139209e5d577c6dff8fdeff6d0684bfb8f98,2026-09-24T00:44:13Z,dados/fontes_web/paginas/ipea_td2280.txt
ipea_td2280_pdf,https://repositorio.ipea.gov.br/bitstream/11058/7523/1/td_2280.pdf,200,application/pdf;charset=UTF-8,780050,bbaf93e6386fe2dedbf92b247084f2d4925da2a15f0c2a610a69db5d38621af4,2026-09-24T00:45:00Z,dados/fontes_web/paginas/ipea_td2280_pdf.txt
norus_belem_donadone,https://periodicos.ufpel.edu.br/index.php/NORUS/article/view/2761,200,text/html; charset=utf-8,20468,a9ea21959538617354ce2396b6933ee227e98d02a81b122293bc7aec8e822ea4,2026-09-24T00:44:20Z,dados/fontes_web/paginas/norus_belem_donadone.txt
sage_kim_vanryzin_2014,https://journals.sagepub.com/doi/abs/10.1177/0899764013487800,403,,,,2026-09-24T00:44:22Z,
scielo_inter_leic_mg,https://www.scielo.br/j/inter/a/Qxgmh663hc9XgjZrLg7FJ5P/,403,,,,2026-09-24T00:44:56Z,
sciencedirect_schuster_2006,https://www.sciencedirect.com/science/chapter/handbook/abs/pii/S1574067606010362,403,,,,2026-09-24T00:44:21Z,
secom_lpg_es,https://www.gov.br/secom/pt-br/assuntos/noticias-regionalizadas/cultura/espirito-santo-tem-r-75-8-milhoes-da-lei-paulo-gustavo-para-projetos-culturais,200,text/html;charset=utf-8,55907,55c2670fe20deb09ad60010a7b042b7ec98358464d19f7dacf482841b1edbd93,2026-09-24T00:44:03Z,dados/fontes_web/paginas/secom_lpg_es.txt
secult_captados_2025_pdf,https://secult.es.gov.br/Media/secult/LICC/RECURSO%20FINANCEIRO%20CAPTADO%20-%202025.pdf,404,,,,2026-09-24T00:43:49Z,
secult_cultura_em_dados_licc,https://secult.es.gov.br/cultura-em-dados-evento-apresenta-resultados-de-pesquisa-sobre-a-lei-de-incentivo-a-cultura-capixaba-licc-e-o-boletim-da-economia-criativa,200,text/html; charset=utf-8,171981,045aa775ba8526a97a2238f8f6799dbd9afa9141be94c8b4732f3912d87bb276,2026-09-24T00:44:33Z,dados/fontes_web/paginas/secult_cultura_em_dados_licc.txt
secult_ijsn_estudo_impactos,https://secult.es.gov.br/secult-e-ijsn-divulgam-estudo-sobre-impactos-das-politicas-culturais-capixabas-durante-o-evento-cultura-em-dados,200,text/html; charset=utf-8,171981,045aa775ba8526a97a2238f8f6799dbd9afa9141be94c8b4732f3912d87bb276,2026-09-24T00:44:35Z,dados/fontes_web/paginas/secult_ijsn_estudo_impactos.txt
secult_in_2023,https://secult.es.gov.br/instrucao-normativa-licc-2023,200,text/html; charset=utf-8,260315,07f75f0edb3476edd9ae2d819e4cd9e39d25d2c54abb087a1f05028a4cfaa5ea,2026-09-24T00:44:31Z,dados/fontes_web/paginas/secult_in_2023.txt
secult_in_2024,https://secult.es.gov.br/instrucao-normativa-licc-2024,200,text/html; charset=utf-8,262230,93add0a8df4ad3209358a72a57e6ca20c67b56bd7fcb05684e7eba2411ef0c72,2026-09-24T00:43:54Z,dados/fontes_web/paginas/secult_in_2024.txt
secult_in_2025,https://secult.es.gov.br/instrucao-normativa-licc-2025-2,200,text/html; charset=utf-8,201100,ccd4bdb84ebd5666e26bdbf925537ce6d4b634c17b730c144c365d4a9a4f93ed,2026-09-24T00:43:56Z,dados/fontes_web/paginas/secult_in_2025.txt
secult_in_2026,https://secult.es.gov.br/instrucao-normativa-licc-2026,200,text/html; charset=utf-8,242299,48e72e8a3b68b820ae5af0e651b4a24529b8f88cc08746de4952075c6e063a7b,2026-09-24T00:43:58Z,dados/fontes_web/paginas/secult_in_2026.txt
secult_legislacao_licc,https://secult.es.gov.br/legislacao-licc,200,text/html; charset=utf-8,224323,688b1f96d0a6ce0952b538e353ac4addfca87c397dba4443bffbbea231a6c5b4,2026-09-24T00:43:51Z,dados/fontes_web/paginas/secult_legislacao_licc.txt
secult_licc,https://secult.es.gov.br/licc,200,text/html; charset=utf-8,219015,65d24c7656e2e2d23f0b62323da91d0ded24b2ca332e39f7a67aaaf2885e02d8,2026-09-24T00:45:02Z,dados/fontes_web/paginas/secult_licc.txt
secult_lista_habilitados,https://secult.es.gov.br/lista-de-projetos-habilitados,200,text/html; charset=utf-8,216650,9bd66108c55e6d77441086a5b3b94703511247ca068444c6820c5687e3866f8a,2026-09-24T00:43:47Z,dados/fontes_web/paginas/secult_lista_habilitados.txt
secult_portaria_062s_2025,https://secult.es.gov.br/media/2025/PORTARIA_SECULT_N%C2%BA_062-S%2C_DE_09_DE_MAIO_DE_2025.pdf,200,application/pdf,256193,4b19401134ae3157d34615c29a545f5107f69c17c80d86cc8e3ab4d3e0b16a60,2026-09-24T00:29:42Z,dados/fontes_web/paginas/secult_portaria_062s_2025.txt
secult_sobre_licc,https://secult.es.gov.br/sobre-a-licc,200,text/html; charset=utf-8,165004,a3b4160120ddf14df49c51e0aac7c49e9b469d15ff34ab8e5b0bc7344bfcff1e,2026-09-24T00:43:44Z,dados/fontes_web/paginas/secult_sobre_licc.txt
tcu_acordao_1205_2014,https://portal.tcu.gov.br/imprensa/noticias/tcu-avalia-a-estrutura-de-governanca-das-renuncias-tributarias,200,text/html; charset=utf-8,374788,bafe8eca5715f91710936710269abe8eb9c30777024f0512ab7682b50c1c347d,2026-09-24T00:44:16Z,dados/fontes_web/paginas/tcu_acordao_1205_2014.txt
tcu_acordao_191_2016,https://portal.tcu.gov.br/imprensa/noticias/captacao-de-recursos-pela-lei-rouanet-nao-deve-ser-aplicada-a-projetos-com-potencial-lucrativo-determina-tcu,200,text/html; charset=utf-8,379633,f75ce90420f749ff6d0e416b96845c532773098bc900a2a80c03aa732d2d8722,2026-09-24T00:44:18Z,dados/fontes_web/paginas/tcu_acordao_191_2016.txt
